"","scenario_id","type_id","local_card_id","keyword1","keyword2","keyword3","description"
345,3,3,3,"raise","ice sheets","enough","The Greenland and Antarctic ice sheets contain enough water to raise the sea level by almost 70 m."
346,3,3,4,"typhoons","hurricanes","sea level","Higher sea levels coincide with more dangerous hurricanes and typhoons. They move more slowly and drop more rain, contributing to more powerful storms."
347,3,3,5,"hurricanes","warm","rain","Because the temperature of the sea gets warmer, there will be more hurricanes and typhoons. They tempt to move slowly, drop more rain, and cause more disasters to human living."
348,3,3,6,"glaciers","melt","balance","Glaciers naturally melt a bit each summer, while in winter, snows from evaporated seawater should be generally sufficient to balance the melting."
349,3,3,7,"Satellites","measurement","sea level","Satellites can help researchers to improve the measurement of the sea level. With the satellite data, the scientists found out that the traditional measurement method (based on tide-gauge) led to an overestimated result."
350,3,3,8,"traditional","measurement","scientist","Satellite technologies can measure sea level, which is greatly improved compared to traditional methods. With the techniques, the scientists found the conventional ways tempt to overestimate the difference in the sea levels."
351,3,3,9,"1970","dam","construction","In the 1970s, dam construction projects went on worldwide. During this period, the rise of the sea level slowed down because the dams could preserve water on land, which generally flows into the sea."
352,3,3,10,"ice","reflect","energy","Ice can reflect at least 50 percent of the sun\'s energy even in the melting season of summer. The ocean only reflects about 10 percent of the sun\'s energy, and 90 percent is absorbed. The energy would warm the ocean and the atmosphere."
353,3,3,11,"amplify","climate change","extreme weather","Climate change causes more extreme weather, and rising sea levels will likely amplify the impacts of these extreme events. For example, storms and elevated sea levels can cause devastating floods."
354,3,3,12,"sea level","disaster","storm","The rising sea level is a part of climate change. It can also strengthen disasters causing more extreme weather events such as devastating floods when there is a storm."
355,3,3,13,"effect","simulation","population","From the simulation performed by Dasgupta et al.(2009), the effect of different extent in sea levels rising will cause East Asia and the Middle East, and North Africa (MENA) would experience the most significant percentage of damage to population and economics."
356,3,3,14,"heat","sea levels","cause","High ocean-heat content can contribute to sea-level rise. It describes the amount of heat stored in the upper levels of the ocean, which was a record high in 2021. The seven highest OHCs have occurred in the last seven years (2015-2021)."
357,3,3,15,"Cause","sea levels","ice melt","Ice melt is one of the main reasons for rising the sea level. The ice is from ice sheets and mountain glaciers, especially in Greenland or the Antarctic."
358,3,3,16,"Cause","volume","thermal expansion","The process of thermal expansion in water happens when water absorb the heat. As the temperature rise for the water, the water\'s volume would expand."
359,3,3,17,"temperature","fossil fuels","greenhouse","It is believed that carbon dioxide and other greenhouse gas emissions lead to a rise in temperature. This has resulted from human actions in using fossil fuels or oil."
360,3,3,18,"gas","deforestation","global","Deforestation is also one reason that leads to the rise in global temperature. Trees are critical players in nature in removing carbon dioxide. Cutting excessive trees will lead to abundant greenhouse gas in the atmosphere."
361,3,3,19,"heat","water","ship","The ice-breaking ships make strips of open water. Open water would absorb more heat from the sun and melt away the sea ice along that trail."
362,3,3,20,"thermal expansion","cause","ocean","Thermal expansion accounts for about 25% of the observed sea-level rise since 1960 and about 50% from 1993 to 2003. Thermal expansion is highly related to ocean temperature, and the data started to be collected in the late 20th century."
363,3,3,21,"heat","gases","greenhouse","Greenhouse gases are the gases that can trap heat in the atmosphere. For example, Carbon dioxide (CO2), Methane (CH4), Nitrous oxide (N3O), etc. are greenhouse gases. Carbon dioxide is the primary greenhouse gas emitted through human activities, which accounts for about 79% in 2020 for the U.S."
364,3,3,22,"human activity","fosil fuel","transportatin","The main human activity that emits CO2 is by consuming fossil fuels (coal, natural gas, and oil) for energy. In the U.S., about 33% came from transportation, 31% used for electricity generating, and the other 30% came from industry and commerce in 2020."
365,3,3,23,"fossil fuels","human","electricity","Human activities that consume fossil fuels are the primary source of CO2 emission. According to the statistics, over 33% of CO2 emissions came from transportation, 31% from electricity generation, and 30% from industry and commerce."
366,3,3,24,"coastal","sea level","damage","Sea level rise leads to the water invading coastal areas. The invasion of the water will reduce humans\' housing areas, and it also damages animals\' habitats."
367,3,3,25,"soil","farmland","salt","Sea level rise also leads to soil erosion in the coastal areas. This will lead to damage to farmland because of the abnormal level of salt in the soil."
368,3,3,26,"ocean","island","country","The rise of the sea level will cause the ocean shallowed low-lying islands. This might lead to lots of land disappearing and even some countries are disappearing."
369,3,3,27,"impact","mitigate","adapt","Many studies did not consider the adaption for the impacts. However, protection would be an option to mitigate the potential impacts of sea-level rise for well-populated coastal areas."
370,3,3,28,"surface","submergence","coastal","The immediate effect of sea-level rise is submergence, flooding of coastal land, and saltwater intrusion of surface waters."
371,3,3,29,"sea level","coast","groundwater","Longer-term effects of sea-level rise occur as the coast adjusts to the new conditions, including increased erosion and saltwater intrusion into groundwater."
372,3,3,30,"salt water","coastal","sea level","Sea level rise leads to adjustments of coasts to the new conditions, erosion, and groundwater intruded by saltwater in the long run."
373,3,3,31,"glacier","flood","spring","The melt of ice glaciers would cause extreme flooding. The melting water in spring or summer goes quickly and might create lakes by some blockages. When the blockages are fragile, the water in large volumes will cause an extreme flood downstream."
374,3,3,32,"melt","damage","human","The melting ice glaciers can cause massive damage to human beings. For example, monsoon rains with melting glaciers in Pakistan caused floods and killed over one thousand people in 2022."
375,3,3,33,"population","coastal","elevation","Those coastal zones with dense populations, low elevations, or inadequate adaptive capacity (not able to adapt to extreme situation because of low biotic diversity) are at the highest risk for sea-level rise."
376,3,3,34,"risk","sea level rise","global","There are several locations at the highest risk for sea level rise especially the coastal zones with dense populations and low elevations. For example, global metropolitans, including New Orleans, New York, Bangkok, Amsterdam, London, etc., are at high risk."
377,3,3,35,"impact","population","flood","Most countries in South, Southeast and East Asia are highly threatened because of the densely populated deltas, which would be fragile to flooding due to the low elevation."
378,3,3,36,"wetlands","farmland","pond","Due to the rising sea level, 20 90% of existing coastal wetlands could be lost by the end of the century. These areas include farmlands, aquaculture ponds, tourist resorts, roads, harbors, etc."
379,3,3,37,"climate","solution","coast","There are two possible sides to the policies regarding the sea level rise. First, the climate mitigation policies focused on the climate effect of human actions. Secondly, coastal management policy must consider the impact on human activities in the coastal area by the sea level rise."
380,3,3,38,"climate mitigation","co2","renewable","Climate mitigation policies include strategies to reduce carbon dioxide emissions and enhance the innovation or adoption of renewable energy."
381,3,3,39,"reduction","co2","encourage","Possible methods to encourage the reduction of carbon dioxide emission include (1) emissions price, (2) emissions performance standard, (3) fossil power tax, (4) renewables share requirement, (5) renewables subsidy, and (6) R&D subsidy."
382,3,3,40,"portfolio standards","producers","fossil","Portfolio standards are also known as quota obligations or green certificates. It requires the producers or users of fossil energy also derive a percentage of their energy or electricity from renewable sources."
383,3,3,41,"mitigate","flooding","climate","In Netherlands and Germany, climate dikes were built to mitigate the disasters caused by sea levels rising. These dikes can protect the hinterland from flooding and prevent coastal retreat."
384,3,3,42,"sea level","false topic","difference","Sea level rising can be a false topic. There are several photos of the coastline decades ago, and there is no significant difference compared with the current coastline."
385,3,3,43,"geologic","change","change","The change in the geologic structures under the sea might also cause the sea level to rise. For example, a deep-sea earthquake could change the sea level."
386,3,3,44,"benefit","human","water","Sea level rise can also benefit human beings. With warmer water and a more extensive range of habitats for some creatures, the fishing industry can be benefited."
387,3,3,45,"icebergs","prevent","melt","One of the instant way to prevent sea level rising is to prevent the floating icebergs from melting. Some research suggested that protecting the icebergs can slow down the speed of global sea level rising."
